"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"84","207.64130443763926","193.8010508789123","0.0069580078125","0.01171875","0.002197265625","2584","0.0007170510224212044","36","0.0007170510224212044","0","0.0007170510224212044","0.0007170510224212044","83:0.0037711087718047542;85:0.0043404579864213255","83:68;85:68","83:0.003344852105388124;85:0.0034420495906614113","0.0069580078125","Yes"
"85","139.86067634264882","64.29631668160722","0.01171875","0.01025390625","0.01318359375","2584","0.00027038616451180864","36","0.00027038616451180864","0","0.00027038616451180864","0.00027038616451180864","77:0.002683486733293161;86:0.002984957619497297;84:0.0043404579864213255","77:68;86:68;84:68","77:0.002726342668366938;86:0.020701661031814478;84:0.0034420495906614113","0.01171875","Yes"
"86","205.3082910081436","76.9235479299931","0.01123046875","0.02001953125","0.00244140625","2584","0.0025549905571819764","36","0.0025549905571819764","0","0.0025549905571819764","0.0025549905571819764","85:0.002984957619497297;87:0.004400092550981977","85:68;87:68","85:0.020701661031814478;87:0.02107747799531079","0.01123046875","Yes"
"87","115.77764607807481","78.27579084289503","0.0037841796875","0.006103515625","0.00146484375","2584","0.00020243787178644184","36","0.00020243787178644184","0","0.00020243787178644184","0.00020243787178644184","86:0.004400092550981977;88:0.0017459229402382592;97:0.0015013794810699588","86:68;88:68;97:68","86:0.02107747799531079;88:0.0016316082785864938;97:0.0017443239925533371","0.0037841796875","Yes"
"88","91.89148508619462","87.94667044039097","0.0186767578125","0.019287109375","0.01806640625","2584","0.0006127932053431773","36","0.0006127932053431773","0","0.0006127932053431773","0.0006127932053431773","87:0.0017459229402382592;89:0.0011558101135552279","87:68;89:68","87:0.0016316082785864938;89:0.0011144288059428409","0.0186767578125","Yes"
"89","315.2039771672087","242.32493679549114","0.0087890625","0.01318359375","0.00439453125","2584","0.00027307659488582465","36","0.00027307659488582465","0","0.00027307659488582465","0.00027307659488582465","90:0.0032324688622935305;88:0.0011558101135552279;78:0.0014596012793250956","90:68;88:68;78:68","90:0.0024672751818719807;88:0.0011144288059428409;78:0.0021863954004498476","0.0087890625","Yes"
"90","68.10418242598261","99.81356098709392","0.021728515625","0.0361328125","0.00732421875","2584","0.0010476240889236768","36","0.0010476240889236768","0","0.0010476240889236768","0.0010476240889236768","89:0.0032324688622935305;91:0.002867842645918106","89:68;91:80","89:0.0024672751818719807;91:0.0033844590243830575","0.021728515625","Yes"
"91","129.0912384001516","166.91972125417487","0.011474609375","0.022216796875","0.000732421875","2584","0.0004189454041828499","36","0.0004189454041828499","0","0.0004189454041828499","0.0004189454041828499","98:0.001743032876923345;90:0.002867842645918106;92:0.001585139527496865","98:68;90:80;92:68","98:0.001221902156932797;90:0.0033844590243830575;92:0.0018104960883452703","0.011474609375","Yes"
"92","332.9306376356324","232.51348031716395","0.0089111328125","0.014892578125","0.0029296875","2584","0.00019394292240553052","36","0.00019394292240553052","0","0.00019394292240553052","0.00019394292240553052","91:0.001585139527496865;93:0.0028356896672855347","91:68;93:68","91:0.0018104960883452703;93:0.0017932540149997733","0.0089111328125","Yes"
"93","223.50643404894197","193.74673779490632","0.010498046875","0.01904296875","0.001953125","2584","0.0002530692014277902","36","0.0002530692014277902","0","0.0002530692014277902","0.0002530692014277902","94:0.0013080529442233146;79:0.0055293634137197345;92:0.0028356896672855347","94:68;79:68;92:68","94:0.0031857446326061245;79:0.0017662885107350978;92:0.0017932540149997733","0.010498046875","Yes"
"94","401.18259962085796","168.95553971660087","0.0037841796875","0.005126953125","0.00244140625","2584","0.0002084937057835529","36","0.0002084937057835529","0","0.0002084937057835529","0.0002084937057835529","93:0.0013080529442233146;95:0.001252697150000287","93:68;95:68","93:0.0031857446326061245;95:0.0018975428216893853","0.0037841796875","Yes"
"95","331.8417120303577","418.13486507658274","0.0096435546875","0.01953125","0.004150390625","2584","0.0005089526685134945","36","0.0005089526685134945","0","0.0005089526685134945","0.0005089526685134945","99:0.001971120563497325;94:0.001252697150000287","99:68;94:68","99:0.0033244247730964405;94:0.0018975428216893853","0.0096435546875","Yes"
"96","109.64270413662332","30.35735763523931","0.0323486328125","0.0625","0.002197265625","2584","0.0009234130885776995","36","0.0009234130885776995","0","0.0009234130885776995","0.0009234130885776995","83:0.008599859024874645;103:0.004440752938759118","83:68;103:68","83:0.005611833641721492;103:0.003012911686141012","0.0323486328125","Yes"
"97","224.1527491172869","71.90423229757474","0.008056640625","0.013671875","0.00244140625","2584","0.00034016922382277463","36","0.00034016922382277463","0","0.00034016922382277463","0.00034016922382277463","87:0.0015013794810699588;107:0.0018834433923579919","87:68;107:68","87:0.0017443239925533371;107:0.0030972486579266545","0.008056640625","Yes"
"98","244.13208859863295","54.922892849458236","0.0059814453125","0.00830078125","0.003662109375","2584","0.00034534533508305586","36","0.00034534533508305586","0","0.00034534533508305586","0.00034534533508305586","91:0.001743032876923345;111:0.0023851169407668737","91:68;111:68","91:0.001221902156932797;111:0.0013945660782008207","0.0059814453125","Yes"
"99","131.41022185693438","38.094266384066195","0.0101318359375","0.016357421875","0.00390625","2584","0.00027844219717361213","36","0.00027844219717361213","0","0.00027844219717361213","0.00027844219717361213","115:0.0024534854786779914;95:0.001971120563497325","115:68;95:68","115:0.002885144988008015;95:0.0033244247730964405","0.0101318359375","Yes"
"100","116.53409279706928","110.62487768874739","0.0103759765625","0.020263671875","0.00048828125","2584","0.0006292136681563733","36","0.0006292136681563733","0","0.0006292136681563733","0.0006292136681563733","101:0.002227613587505589","101:68","101:0.0024797159692113713","0.0103759765625","Yes"
"101","142.6832923451145","70.5796044501968","0.0113525390625","0.021240234375","0.00146484375","2584","0.00026526726501335216","36","0.00026526726501335216","0","0.00026526726501335216","0.00026526726501335216","100:0.002227613587505589;116:0.00243749558440276;102:0.0024939579687588975","100:68;116:68;102:68","100:0.0024797159692113713;116:0.002254128794931698;102:0.006643254347818761","0.0113525390625","Yes"
"102","95.26600081866557","57.437724728735645","0.0220947265625","0.043701171875","0.00048828125","2584","0.00041927889705873646","36","0.00041927889705873646","0","0.00041927889705873646","0.00041927889705873646","101:0.0024939579687588975;103:0.00459293363382321","101:68;103:68","101:0.006643254347818761;103:0.0084903497681581","0.0220947265625","Yes"
"103","121.50818382363751","58.118526724915455","0.0054931640625","0.01025390625","0.000732421875","2584","0.0006665671544251357","36","0.0006665671544251357","0","0.0006665671544251357","0.0006665671544251357","104:0.0026094159859857136;96:0.004440752938759118;102:0.00459293363382321","104:68;96:68;102:68","104:0.005368490770147699;96:0.003012911686141012;102:0.0084903497681581","0.0054931640625","Yes"
"104","324.87805855336666","319.92606981335837","0.0079345703125","0.01220703125","0.003662109375","2584","0.0002897231814703468","36","0.0002897231814703468","0","0.0002897231814703468","0.0002897231814703468","103:0.0026094159859857136;105:0.0016309616084490552","103:68;105:68","103:0.005368490770147699;105:0.0014604670973821787","0.0079345703125","Yes"
"105","128.25116850632156","97.52387487931595","0.0076904296875","0.010986328125","0.00439453125","2584","0.0002569051788321609","36","0.0002569051788321609","0","0.0002569051788321609","0.0002569051788321609","104:0.0016309616084490552;106:0.0017579877842049674;117:0.0046670571381056125","104:68;106:68;117:68","104:0.0014604670973821787;106:0.00200352496427858;117:0.0024673117718944926","0.0076904296875","Yes"
"106","248.37054948128176","174.81510860185026","0.011962890625","0.014892578125","0.009033203125","2584","0.00019422509210585074","36","0.00019422509210585074","0","0.00019422509210585074","0.00019422509210585074","107:0.002238681871361281;105:0.0017579877842049674","107:68;105:68","107:0.0034717049159397606;105:0.00200352496427858","0.011962890625","Yes"
"107","351.16232286361503","239.1287722883003","0.0069580078125","0.00927734375","0.004638671875","2584","0.0002490678629348239","36","0.0002490678629348239","0","0.0002490678629348239","0.0002490678629348239","106:0.002238681871361281;108:0.0033504331369977325;97:0.0018834433923579919","106:68;108:68;97:68","106:0.0034717049159397606;108:0.005657214647221437;97:0.0030972486579266545","0.0069580078125","Yes"
"108","27.579605005522744","30.755040146988463","0.013916015625","0.021728515625","0.006103515625","2584","0.0008948349275555734","36","0.0008948349275555734","0","0.0008948349275555734","0.0008948349275555734","107:0.0033504331369977325;109:0.0023796868888033007","107:68;109:68","107:0.005657214647221437;109:0.002387803779550085","0.013916015625","Yes"
"109","133.2775166766467","40.8876306272665","0.007080078125","0.010009765625","0.004150390625","2584","0.000301416860970394","36","0.000301416860970394","0","0.000301416860970394","0.000301416860970394","108:0.0023796868888033007;110:0.0018809697398683989;118:0.002871022985185545","108:68;110:68;118:68","108:0.002387803779550085;110:0.001296520652311145;118:0.005283120779351225","0.007080078125","Yes"
"110","233.17429954498522","222.1029520914123","0.0084228515625","0.008544921875","0.00830078125","2584","0.0008869063458112012","36","0.0008869063458112012","0","0.0008869063458112012","0.0008869063458112012","109:0.0018809697398683989;111:0.0020166430095455434","109:68;111:68","109:0.001296520652311145;111:0.0011537088174013166","0.0084228515625","Yes"
"111","182.52708895980342","99.02273019600474","0.0078125","0.013427734375","0.002197265625","2584","0.00018094003403787518","36","0.00018094003403787518","0","0.00018094003403787518","0.00018094003403787518","112:0.0013821017632005272;110:0.0020166430095455434;98:0.0023851169407668737","112:68;110:68;98:68","112:0.001550909982815929;110:0.0011537088174013166;98:0.0013945660782008207","0.0078125","Yes"
"112","313.0685581295047","207.7055330906094","0.0057373046875","0.00341796875","0.003662109375","2584","0.0001971661238309446","36","0.0001971661238309446","0","0.0001971661238309446","0.0001971661238309446","111:0.0013821017632005272","111:68;113:68","111:0.001550909982815929;113:0.003884297461257874","0.0057373046875","Yes"
"113","187.73460177679385","121.1111020107495","0.401123046875","0.461669921875","0.340576171875","2584","","36","","0","","","","119:68;112:68;114:68","112:0.003884297461257874;114:0.006235999635771122","0.401123046875","Yes"
"114","258.84028944687003","262.1631326222344","0.0072021484375","0.01123046875","0.003173828125","2584","0.0003384539078596201","36","0.0003384539078596201","0","0.0003384539078596201","0.0003384539078596201","115:0.0033084993518880113","115:68;113:68","115:0.0029108775360031924;113:0.006235999635771122","0.0072021484375","Yes"
"115","197.08894472653157","80.92666028549759","0.012451171875","0.015380859375","0.009521484375","2584","0.00013923723321862682","36","0.00013923723321862682","0","0.00013923723321862682","0.00013923723321862682","99:0.0024534854786779914;114:0.0033084993518880113","99:68;114:68","99:0.002885144988008015;114:0.0029108775360031924","0.012451171875","Yes"
"116","81.43772291129756","112.58369888343151","0.0233154296875","0.023681640625","0.02294921875","2584","0.0004243183534143687","36","0.0004243183534143687","0","0.0004243183534143687","0.0004243183534143687","101:0.00243749558440276;121:0.0023682517180260154","101:68;121:68","101:0.002254128794931698;121:0.002580216688335857","0.0233154296875","Yes"
"117","245.62546885603967","14.367297629162223","0.01123046875","0.016357421875","0.006103515625","2584","0.0003231428092480651","36","0.0003231428092480651","0","0.0003231428092480651","0.0003231428092480651","105:0.0046670571381056125;125:0.003704360477296248","105:68;125:68","105:0.0024673117718944926;125:0.0022860079809922385","0.01123046875","Yes"
"118","171.0710807209996","72.12689918245898","0.0223388671875","0.019775390625","0.02490234375","2584","0.00033402382424436305","36","0.00033402382424436305","0","0.00033402382424436305","0.00033402382424436305","109:0.002871022985185545;129:0.0015905220478345528","109:68;129:68","109:0.005283120779351225;129:0.008798392834330399","0.0223388671875","Yes"
"119","257.0596146192099","75.6274732378708","0.213134765625","0.416748046875","0.009521484375","2584","","36","","0","","","","113:68;133:68","","0.213134765625","Yes"
"120","274.98379780675316","78.01848640341677","0.009033203125","0.015625","0.00244140625","2584","0.00035742427449321604","36","0.00035742427449321604","0","0.00035742427449321604","0.00035742427449321604","121:0.0025610510645773243","121:68","121:0.0018737417631862208","0.009033203125","Yes"
"121","202.2367323021226","234.965153351133","0.0794677734375","0.0556640625","0.103271484375","2584","0.0003280930435837515","36","0.0003280930435837515","0","0.0003280930435837515","0.0003280930435837515","120:0.0025610510645773243;122:0.00761485248052679;116:0.0023682517180260154","120:68;122:80;116:68","120:0.0018737417631862208;122:0.0030633804615122773;116:0.002580216688335857","0.0794677734375","Yes"
"122","113.07655680825296","23.219669192760755","0.0089111328125","0.009033203125","0.0087890625","2584","0.00031125962924531984","36","0.00031125962924531984","0","0.00031125962924531984","0.00031125962924531984","121:0.00761485248052679;123:0.005008846280254359","121:80;123:68","121:0.0030633804615122773;123:0.0026743296146951867","0.0089111328125","Yes"
"123","194.62869695188485","95.13275098946737","0.01123046875","0.01953125","0.0029296875","2584","0.0004577422729031208","36","0.0004577422729031208","0","0.0004577422729031208","0.0004577422729031208","136:0.004280765595316871;124:0.002059818355693077;122:0.005008846280254359","136:68;124:68;122:68","136:0.002286140144937443;124:0.00230782867929899;122:0.0026743296146951867","0.01123046875","Yes"
"124","154.42202113127576","79.33974069656571","0.0096435546875","0.017822265625","0.00146484375","2584","0.00037311300547048664","36","0.00037311300547048664","0","0.00037311300547048664","0.00037311300547048664","123:0.002059818355693077;125:0.0031918119070717954","123:68;125:68","123:0.00230782867929899;125:0.0019138208463613249","0.0096435546875","Yes"
"125","214.24123268241465","56.80319762531767","0.0716552734375","0.13330078125","0.010009765625","2584","0.00039911243947999495","36","0.00039911243947999495","0","0.00039911243947999495","0.00039911243947999495","117:0.003704360477296248;124:0.0031918119070717954;126:0.003153706215330454","117:68;124:68;126:68","117:0.0022860079809922385;124:0.0019138208463613249;126:0.001809608606329477","0.0716552734375","Yes"
"126","158.10497816219018","36.92171966126437","0.00927734375","0.015625","0.0029296875","2584","0.000506631891561014","36","0.000506631891561014","0","0.000506631891561014","0.000506631891561014","127:0.0022491536476066665;125:0.003153706215330454","127:68;125:68","127:0.0021302600899635316;125:0.001809608606329477","0.00927734375","Yes"
"127","231.05448950388654","19.791004072572473","0.0250244140625","0.029296875","0.020751953125","2584","0.00024691731658669","36","0.00024691731658669","0","0.00024691731658669","0.00024691731658669","126:0.0022491536476066665;128:0.0016798115554179927;137:0.002350539059359641","126:68;128:68;137:68","126:0.0021302600899635316;128:0.0020765479532930675;137:0.0017712741541564547","0.0250244140625","Yes"
"128","313.4970333362502","284.89573581675694","0.0072021484375","0.01025390625","0.004150390625","2584","0.00039214032498615346","36","0.00039214032498615346","0","0.00039214032498615346","0.00039214032498615346","127:0.0016798115554179927;129:0.002569412687817796","127:68;129:68","127:0.0020765479532930675;129:0.0025087362334003382","0.0072021484375","Yes"
"129","194.09862715387985","180.62896553382635","0.00634765625","0.0107421875","0.00048828125","2584","0.0001839099976807175","36","0.0001839099976807175","0","0.0001839099976807175","0.0001839099976807175","128:0.002569412687817796;118:0.0015905220478345528","130:68;128:68;118:68","130:0.004589589550173134;128:0.0025087362334003382;118:0.008798392834330399","0.00634765625","Yes"
"130","322.9729925580698","16.288825214895343","0.494873046875","0.53076171875","0.458984375","2584","","36","","0","","","","129:68;131:68","129:0.004589589550173134;131:0.004487296630354853","0.494873046875","Yes"
"131","229.23416427267412","143.78423347538595","0.0093994140625","0.013671875","0.005126953125","2584","0.0001899643458969157","36","0.0001899643458969157","0","0.0001899643458969157","0.0001899643458969157","138:0.0015470564171408685;132:0.0017872889530829439","138:68;130:68;132:68","138:0.001147035221024384;130:0.004487296630354853;132:0.0015220653107458904","0.0093994140625","Yes"
"132","317.32527530019394","89.98217851478368","0.006591796875","0.010009765625","0.003173828125","2584","0.000206116142601827","36","0.000206116142601827","0","0.000206116142601827","0.000206116142601827","133:0.0022248276714271764;131:0.0017872889530829439","133:68;131:68","133:0.0014651677402558738;131:0.0015220653107458904","0.006591796875","Yes"
"133","281.08373447438623","223.25753210789117","0.0115966796875","0.021240234375","0.001953125","2584","0.0006225926768823144","36","0.0006225926768823144","0","0.0006225926768823144","0.0006225926768823144","132:0.0022248276714271764;134:0.0037889780284635355","132:68;134:80;119:68","132:0.0014651677402558738;134:0.004209380133844698","0.0115966796875","Yes"
"134","248.6669785580748","111.44715047809694","0.0047607421875","0.008056640625","0.00146484375","2584","0.0006062960663987159","36","0.0006062960663987159","0","0.0006062960663987159","0.0006062960663987159","133:0.0037889780284635355;135:0.0038358531726546685","133:80;135:68","133:0.004209380133844698;135:0.002683808810991506","0.0047607421875","Yes"
"135","349.58340773211705","78.3031997210791","0.1043701171875","0.0615234375","0.147216796875","2584","0.00021306693446344985","36","0.00021306693446344985","0","0.00021306693446344985","0.00021306693446344985","134:0.0038358531726546685;139:0.0028159086670802858","134:68;139:68","134:0.002683808810991506;139:0.001489526704482158","0.1043701171875","Yes"
"136","225.39256772876757","135.30066656450222","0.009033203125","0.01708984375","0.0009765625","2584","0.0005381268516497459","36","0.0005381268516497459","0","0.0005381268516497459","0.0005381268516497459","123:0.004280765595316871;143:0.003913768797931205","123:68;143:68","123:0.002286140144937443;143:0.001681057040396311","0.009033203125","Yes"
"137","154.61168764685064","110.84224319604246","0.0081787109375","0.015625","0.000732421875","2584","0.0006127463857062481","36","0.0006127463857062481","0","0.0006127463857062481","0.0006127463857062481","147:0.0022930428750720933;127:0.002350539059359641","147:68;127:68","147:0.0015542177450513783;127:0.0017712741541564547","0.0081787109375","Yes"
"138","247.4855218726568","153.06432401125033","0.0089111328125","0.01123046875","0.006591796875","2584","0.0003158664514724424","36","0.0003158664514724424","0","0.0003158664514724424","0.0003158664514724424","151:0.002969182588581004;131:0.0015470564171408685","151:68;131:68","151:0.0038197737733826065;131:0.001147035221024384","0.0089111328125","Yes"
"139","160.0745441931877","212.6686601473131","0.0054931640625","0.0078125","0.003173828125","2584","0.0001904965973282866","36","0.0001904965973282866","0","0.0001904965973282866","0.0001904965973282866","155:0.003332622910931865;135:0.0028159086670802858","155:80;135:68","155:0.0018913102413157523;135:0.001489526704482158","0.0054931640625","Yes"
"140","176.54068966917546","21.057821252201446","0.0048828125","0.00732421875","0.00244140625","2584","0.0001596893506364383","36","0.0001596893506364383","0","0.0001596893506364383","0.0001596893506364383","141:0.0030824840313667112","141:68","141:0.0027330462246265286","0.0048828125","Yes"
"141","313.22416094212605","270.3153650057901","0.058349609375","0.041015625","0.07568359375","2584","0.0004052227172780563","36","0.0004052227172780563","0","0.0004052227172780563","0.0004052227172780563","140:0.0030824840313667112;142:0.0011651050660869688","140:68;142:68","140:0.0027330462246265286;142:0.000989732076639327","0.058349609375","Yes"
"142","129.35103599050896","40.00269331570025","0.0252685546875","0.0205078125","0.030029296875","2584","0.00026387400495013344","36","0.00026387400495013344","0","0.00026387400495013344","0.00026387400495013344","143:0.035761924473730916;141:0.0011651050660869688","143:68;141:68","143:0.023136048976326318;141:0.000989732076639327","0.0252685546875","Yes"
"143","112.84174926877976","45.5622212416819","0.0126953125","0.019287109375","0.006103515625","2584","0.00026130485218996743","36","0.00026130485218996743","0","0.00026130485218996743","0.00026130485218996743","142:0.035761924473730916;144:0.008456336203687631;136:0.003913768797931205","142:68;144:68;136:68","142:0.023136048976326318;144:0.003774400903624908;136:0.001681057040396311","0.0126953125","Yes"
"144","109.93207847908499","64.19292009291259","0.0106201171875","0.02001953125","0.001220703125","2584","0.0009398029708271276","36","0.0009398029708271276","0","0.0009398029708271276","0.0009398029708271276","145:0.003879784417577109;143:0.008456336203687631","145:68;143:68","145:0.002046067657698908;143:0.003774400903624908","0.0106201171875","Yes"
"145","162.40237192356005","131.9550849713361","0.0269775390625","0.0517578125","0.002197265625","2584","0.00045551352641310744","36","0.00045551352641310744","0","0.00045551352641310744","0.00045551352641310744","144:0.003879784417577109;146:0.0018303319946592622","144:68;146:68","144:0.002046067657698908;146:0.0027569477543647747","0.0269775390625","Yes"
"146","175.49574266633496","66.54409033239259","0.0023193359375","0.005859375","0.00048828125","2584","0.0003795375711553542","36","0.0003795375711553542","0","0.0003795375711553542","0.0003795375711553542","145:0.0018303319946592622;147:0.0020408139018575355","145:68;147:68","145:0.0027569477543647747;147:0.0018342332871201794","0.0023193359375","Yes"
"147","214.6078441398804","128.65838354745017","0.004150390625","0.00634765625","0.001953125","2584","0.0004407223358571888","36","0.0004407223358571888","0","0.0004407223358571888","0.0004407223358571888","148:0.0017128336939198074;137:0.0022930428750720933;146:0.0020408139018575355","148:68;137:68;146:68","148:0.15872006533398988;137:0.0015542177450513783;146:0.0018342332871201794","0.004150390625","Yes"
"148","354.79279080431667","182.48761685794625","0.0048828125","0.0078125","0.001953125","2584","0.0002179174592106597","36","0.0002179174592106597","0","0.0002179174592106597","0.0002179174592106597","147:0.0017128336939198074;149:0.0013021313673348966","147:68;149:68","147:0.15872006533398988;149:0.0013373067068628564","0.0048828125","Yes"
"149","189.08712961891385","125.23701925013276","0.009033203125","0.0166015625","0.00146484375","2584","0.0002117858603952278","36","0.0002117858603952278","0","0.0002117858603952278","0.0002117858603952278","150:0.0024237196567658825;148:0.0013021313673348966","150:68;148:68","150:0.001443342675094328;148:0.0013373067068628564","0.009033203125","Yes"
"150","154.08829584491806","113.16247165735975","0.03759765625","0.06982421875","0.00537109375","2584","0.0006028871657146738","36","0.0006028871657146738","0","0.0006028871657146738","0.0006028871657146738","149:0.0024237196567658825;151:0.004197324576812211","149:68;151:68","149:0.001443342675094328;151:0.004271384444803045","0.03759765625","Yes"
"151","182.07450185838388","71.35408832136036","0.0059814453125","0.009765625","0.002197265625","2584","0.0005513619093651019","36","0.0005513619093651019","0","0.0005513619093651019","0.0005513619093651019","138:0.002969182588581004;152:0.02548746969055149;150:0.004197324576812211","138:68;152:68;150:68","138:0.0038197737733826065;152:0.025746486439877814;150:0.004271384444803045","0.0059814453125","Yes"
"152","175.57703551089247","134.1490427965542","0.0213623046875","0.023681640625","0.01904296875","2584","0.00024243547321528054","36","0.00024243547321528054","0","0.00024243547321528054","0.00024243547321528054","151:0.02548746969055149;153:0.002342084102983283","151:68;153:68","151:0.025746486439877814;153:0.0023401025356581395","0.0213623046875","Yes"
"153","186.93566955334958","196.9046987336299","0.0078125","0.012451171875","0.003173828125","2584","0.0002080744090813324","36","0.0002080744090813324","0","0.0002080744090813324","0.0002080744090813324","152:0.002342084102983283;154:0.0017934500520309649","152:68;154:68","152:0.0023401025356581395;154:0.0021728652576077367","0.0078125","Yes"
"154","312.5441637314219","17.01985368141902","0.00830078125","0.014404296875","0.002197265625","2584","0.0003873174418919651","36","0.0003873174418919651","0","0.0003873174418919651","0.0003873174418919651","153:0.0017934500520309649;155:0.0026218501466494792","153:68;155:68","153:0.0021728652576077367;155:0.0016730124041049454","0.00830078125","Yes"
"155","181.20514408753974","109.41601450341318","0.0059814453125","0.007568359375","0.00439453125","2584","0.00017494164128693912","36","0.00017494164128693912","0","0.00017494164128693912","0.00017494164128693912","139:0.003332622910931865;154:0.0026218501466494792","139:80;154:68","139:0.0018913102413157523;154:0.0016730124041049454","0.0059814453125","Yes"
